ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	4	ATL	1	PosLength	repair	4	time	667029
fixed	4	ATL	1	PosLength	repair	4	memory	8237640
fixed	4	ATL	1	PosLength	repair	5	time	304361
fixed	4	ATL	1	PosLength	repair	5	memory	8237640
fixed	4	ATL	1	PosLength	repair	6	time	74542
fixed	4	ATL	1	PosLength	repair	6	memory	8237640
fixed	4	ATL	1	PosLength	repair	7	time	62036
fixed	4	ATL	1	PosLength	repair	7	memory	8237640
fixed	4	ATL	1	PosLength	repair	8	time	65768
fixed	4	ATL	1	PosLength	repair	8	memory	8237640
fixed	4	ATL	1	PosLength	repair	9	time	75227
fixed	4	ATL	1	PosLength	repair	9	memory	8237640
fixed	4	ATL	1	PosLength	repair	10	time	202409
fixed	4	ATL	1	PosLength	repair	10	memory	9482976
fixed	5	ATL	1	PosLength	check	0	rss	43
fixed	5	ATL	1	PosLength	recheck	1	rss	33
fixed	5	ATL	1	PosLength	recheck	2	rss	23
fixed	5	ATL	1	PosLength	recheck	3	rss	13
fixed	5	ATL	1	PosLength	recheck	4	rss	3
fixed	5	ATL	1	PosLength	recheck	5	rss	0
fixed	5	ATL	1	PosLength	recheck	6	rss	0
fixed	5	ATL	1	PosLength	recheck	7	rss	0
fixed	5	ATL	1	PosLength	recheck	8	rss	0
fixed	5	ATL	1	PosLength	recheck	9	rss	0
fixed	5	ATL	1	PosLength	recheck	10	rss	0
fixed	5	ATL	1	PosLength	read	0	time	163369458
fixed	5	ATL	1	PosLength	read	0	memory	6331928
fixed	5	ATL	1	PosLength	check	0	time	3075558
fixed	5	ATL	1	PosLength	check	0	memory	6331928
fixed	5	ATL	1	PosLength	recheck	1	time	502581
fixed	5	ATL	1	PosLength	recheck	1	memory	7577264
fixed	5	ATL	1	PosLength	recheck	2	time	439651
fixed	5	ATL	1	PosLength	recheck	2	memory	7577264
fixed	5	ATL	1	PosLength	recheck	3	time	464640
fixed	5	ATL	1	PosLength	recheck	3	memory	7577264
fixed	5	ATL	1	PosLength	recheck	4	time	434788
fixed	5	ATL	1	PosLength	recheck	4	memory	7577264
fixed	5	ATL	1	PosLength	recheck	5	time	437446
fixed	5	ATL	1	PosLength	recheck	5	memory	7577264
fixed	5	ATL	1	PosLength	recheck	6	time	438533
fixed	5	ATL	1	PosLength	recheck	6	memory	7577264
fixed	5	ATL	1	PosLength	recheck	7	time	433011
fixed	5	ATL	1	PosLength	recheck	7	memory	7577264
fixed	5	ATL	1	PosLength	recheck	8	time	444589
fixed	5	ATL	1	PosLength	recheck	8	memory	7577264
fixed	5	ATL	1	PosLength	recheck	9	time	433356
fixed	5	ATL	1	PosLength	recheck	9	memory	8822560
fixed	5	ATL	1	PosLength	recheck	10	time	465985
fixed	5	ATL	1	PosLength	recheck	10	memory	8822560
fixed	5	ATL	1	PosLength	repair	1	time	1216854
fixed	5	ATL	1	PosLength	repair	1	memory	6331928
fixed	5	ATL	1	PosLength	repair	2	time	613808
fixed	5	ATL	1	PosLength	repair	2	memory	7577264
fixed	5	ATL	1	PosLength	repair	3	time	595462
fixed	5	ATL	1	PosLength	repair	3	memory	7577264
fixed	5	ATL	1	PosLength	repair	4	time	596996
fixed	5	ATL	1	PosLength	repair	4	memory	7577264
fixed	5	ATL	1	PosLength	repair	5	time	236857
fixed	5	ATL	1	PosLength	repair	5	memory	7577264
fixed	5	ATL	1	PosLength	repair	6	time	80094
fixed	5	ATL	1	PosLength	repair	6	memory	7577264
fixed	5	ATL	1	PosLength	repair	7	time	55585
fixed	5	ATL	1	PosLength	repair	7	memory	7577264
fixed	5	ATL	1	PosLength	repair	8	time	54508
fixed	5	ATL	1	PosLength	repair	8	memory	7577264
fixed	5	ATL	1	PosLength	repair	9	time	57326
fixed	5	ATL	1	PosLength	repair	9	memory	8822560
fixed	5	ATL	1	PosLength	repair	10	time	58398
fixed	5	ATL	1	PosLength	repair	10	memory	8822560
fixed	1	ATL	2	PosLength	check	0	rss	116
fixed	1	ATL	2	PosLength	recheck	1	rss	106
fixed	1	ATL	2	PosLength	recheck	2	rss	96
fixed	1	ATL	2	PosLength	recheck	3	rss	86
fixed	1	ATL	2	PosLength	recheck	4	rss	76
fixed	1	ATL	2	PosLength	recheck	5	rss	66
